291.491235257308,293.401804951501,293.32540068598,293.33836625831,299.428943860762,299.436815815392,301.614568910833,300.875994344125,296.058821167031,297.768887546249,301.190872529304,301.776638564969,294.206133492173,296.505207300139,294.558982282036,296.240339179664,745116
291.523649188136,293.2383461289,293.151291571821,293.269370891264,299.51090480014,299.349761258313,301.528440466063,300.804683696304,296.209777473456,297.853626822555,301.007039235898,301.76876661034,294.112133092774,296.444546943876,294.861357951039,296.463069190063,745140
291.557915343582,293.134158494098,293.017931399275,293.193429681897,299.579437111032,299.226588321169,301.409435034311,300.709294128441,296.368605734509,297.9818933774,300.92507829652,301.781269126516,294.078329993483,296.375088520675,295.223004807841,296.589946576445,745164
291.563008961283,293.072108969372,292.908187090617,293.15314379644,299.597496301064,299.090449811694,301.280242367157,300.624554852136,296.490852559344,298.096268247605,300.976477529689,301.786825800372,294.154271202849,296.398241328409,295.560109688445,296.559384870236,745188
291.552358669726,293.095261777106,292.808166961207,293.15314379644,299.563230145618,298.983946896119,301.193187810078,300.598160651319,296.571887386412,298.166652783116,301.125581611495,301.793771642692,294.318193081605,296.487148110106,295.730051297211,296.406113283038,745212
291.521796963517,293.158700470296,292.727132134138,293.141104336419,299.504422013975,298.906616518288,301.139010239981,300.598160651319,296.636252191912,298.208327837037,301.330715488016,301.805348046559,294.542312260468,296.608005766477,295.776819968834,296.195885788815,745236
291.468082449575,293.211488871929,292.671565395577,293.06099562166,299.448855275414,298.859847846666,301.105207140689,300.586584247452,296.704784502804,298.238889543245,301.548351880714,301.826648629674,294.797456201694,296.720991468218,295.748573543398,295.993530249222,745260
291.391215127898,293.207321366537,292.650727868617,292.86002925053,299.427091636144,298.84641921818,301.080665164491,300.528702228118,296.801100182977,298.274081811001,301.731722117966,301.863693122048,295.053063199075,296.792302116038,295.687913187136,295.866652862841,745284
291.306938907747,293.154996021059,292.635447015512,292.568766929239,299.408569389957,298.864941464367,301.093167680668,300.430071267172,296.9173272778,298.299086843353,301.818776675045,301.904905119814,295.220226470913,296.798321846049,295.615676427006,295.88934261442,745308
291.234239091463,293.085537597857,292.606274477768,292.279819888721,299.366894336036,298.908931799061,301.15382803693,300.33282947469,297.023367137221,298.299549899508,301.800717485012,301.938245162951,295.273940984856,296.766370971376,295.529084926082,296.04678170701,745332
291.165706780571,292.987832749221,292.579417220797,292.024675947495,299.345130696766,298.977001053799,301.222360347822,300.257351321478,297.109958638146,298.285658214868,301.721997938717,301.961397970685,295.284591276413,296.731178703621,295.433232302064,296.261176706625,745356
291.099026694298,292.847989790509,292.572934434631,291.834359867923,299.384490469914,299.063129498568,301.262183177124,300.22586350296,297.173397331336,298.271766530227,301.627534483164,301.969269925314,295.321635768787,296.728863422847,295.331359948035,296.455660291589,745380
291.027252990323,292.658136767092,292.601180860066,291.740822524679,299.524333428626,299.161760459514,301.23301063938,300.258740489942,297.203959037545,298.268525137145,301.562243565354,301.959545746066,295.454995941334,296.792765172193,295.229024537852,296.553365140225,745404
290.982799599474,292.483101540624,292.645171194761,291.749620591617,299.698905598938,299.25437169045,301.134379678434,300.346258103175,297.208589599092,298.290751832569,301.545573543786,301.936855994487,295.652720919381,296.910844491635,295.185034203158,296.541325680204,745428
290.981873487165,292.372431119657,292.662767328638,291.832507643304,299.82578298532,299.313179822093,301.007502292053,300.45368713106,297.206737374473,298.33242688649,301.558076059962,301.91046179367,295.835628100478,297.042352439563,295.229024537852,296.475108650085,745452
290.993449891032,292.284450450268,292.64609730707,291.975128938945,299.928118395503,299.326608450579,300.879235737207,300.565746720492,297.199791532153,298.377343333493,301.585396373088,301.877584806689,295.994456361531,297.184973735203,295.32487716187,296.38157130684,745476
290.986967104866,292.176095310074,292.587289175426,292.161740569279,300.027675468758,299.283544228194,300.775048102405,300.665303793747,297.19655013907,298.41160948894,301.613642798523,301.838225033541,296.119481523294,297.338245322401,295.441104256694,296.279698952812,745500
290.933252590924,292.004301476689,292.478007922923,292.376598625049,300.146217844355,299.172410751072,300.719018307689,300.73985583465,297.200717644462,298.41762921895,301.627534483164,301.788678024991,296.202831631135,297.499388864228,295.538346049176,296.197738013434,745524
